Unnamed: 0,id,number,name,japanese_name,type1,type2,joined,favorite,classification,weight_kg,weight_lbs,height_m,height_ft,md_ability,md_evolution_chain,md_body_size,md_friend_area,md_get_rate,md_location,rg_browser_no,rg_location,rg_pkmn_assist,rg_type_group,rg_field_ability,tz_get_rate,tz_location,evo1,evo1how,evo2,evo2how,evo3,md_base_exp,md_base_stats,md_gummies,md_levelup_stats,md_recruit_min_level,md_location_big,md_quotes
84,id_85,#085,Dodrio,Dodorioドードリオ,normal,flying,False,False,Triple Bird Pokémon,85.2 kg,188.0 lbs,1.8 m,5'11,Run Away & Early Bird,084 --> Lv. 31 --> 085,*,Safari,-,Evolve Doduo,R-042,Kisara Plains (Plains Capture Challenge),Flying,None,Flying,Rare,Phobos Jet Mr. Who's Den,Doduo,Lv. 31,Dodrio,,,77,25/18/25/16,"White (10), Sky (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 56, 25, 18, 25, 16, 0], [10, 65, 30, 23, 33, 23, 10000], [20, 78, 39, 31, 41, 32, 55000], [30, 93, 49, 36, 51, 37, 120000], [40, 108, 54, 41, 57, 42, 350000], [50, 123, 59, 46, 62, 47, 650000], [60, 137, 65, 51, 68, 52, 950000], [70, 147, 75, 51, 78, 52, 1250000], [80, 157, 85, 51, 88, 52, 1550000], [90, 168, 95, 51, 98, 52, 1850000], [100, 188, 105, 51, 108, 52, 2150000]]",[-/-],Evolves From: Doduo at L31---,Normal:   I'm gonna do my best! Me too! Me too!---50% HP:   My HP's half gone! Mine too! Mine too!---25% HP:   I'm fainting! Me too! Me too!---Lvl Up:   My level went up! Mine too! Mine too!---
85,id_86,#086,Seel,Pawouパウワウ,water,,False,False,Sea Lion Pokémon,90.0 kg,198.0 lbs,1.1 m,3'07,Thick Fat,086 --> Lv. 34 --> 087,*,Ice Floe Beach,3.9 %,"Mt. Freeze 3F-7F, Stormy Sea 9F-14F, Silver Trench 6F-14F, Far-Off Sea 6F-14F, Marvelous Sea B6-B14, Fantasy Strait B6-B14",R---,Seel is not in Pokémon Ranger,-,-,-,Normal,Phobos Submarine Endless Level 25 Forever Level 25 Mr. Who's Den,Seel,Lv. 34,Dewgong,,,60,14/9/14/7,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 53, 14, 9, 14, 7, 0], [10, 62, 27, 17, 27, 12, 10000], [20, 76, 40, 28, 40, 20, 60000], [30, 125, 52, 40, 54, 40, 280000], [40, 135, 62, 50, 59, 45, 580000], [50, 145, 72, 60, 64, 50, 880000], [60, 149, 81, 69, 69, 54, 1180000], [70, 150, 82, 69, 78, 54, 1480000], [80, 159, 91, 69, 79, 54, 1780000], [90, 160, 92, 69, 89, 54, 2080000], [100, 170, 102, 69, 99, 54, 2380000]]",[L 1/L 1],Recruit at:   L18 in Mt. Freeze (Floors  3- 7)---L30 in Stormy Sea (Floors  9-14)---L30 in Silver Trench (Floors  6-14)---L18 in Far-off Sea (Floors  6-14)---,"Normal:   I'm strong against the cold, actually!---50% HP:   I have only half HP left...---25% HP:   Please, no more... I want to go back to wintry seas...---Lvl Up:   There it is! My level went up!---"
86,id_87,#087,Dewgong,Jugonジュゴン,water,ice,False,False,Sea Lion Pokémon,120.0 kg,265.0 lbs,1.7 m,5'07,Thick Fat,086 --> Lv. 34 --> 087,*,Ice Floe Beach,-,Evolve Seel,R---,Dewgong is not in Pokémon Ranger,-,-,-,Rare,Endless Level 30 Pair Trozei Forever Level 79 Mr. Who's Den,Seel,Lv. 34,Dewgong,,,85,16/15/16/13,"Blue (10), Clear (9)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 55, 16, 15, 16, 13, 0], [10, 82, 29, 20, 29, 22, 10000], [20, 112, 41, 27, 44, 32, 60000], [30, 135, 51, 37, 54, 40, 280000], [40, 150, 61, 52, 59, 45, 580000], [50, 160, 71, 63, 64, 50, 880000], [60, 165, 81, 72, 69, 54, 1180000], [70, 175, 91, 72, 79, 54, 1480000], [80, 184, 101, 72, 89, 54, 1780000], [90, 185, 111, 72, 99, 54, 2080000], [100, 195, 121, 72, 109, 54, 2380000]]",[-/-],Evolves From: Seel at L34---,"Normal:   The colder it gets, the stronger I become!---50% HP:   About half my HP's gone.---25% HP:   It's no good... I can't get any power, even if it's cold.---Lvl Up:   Yes! I leveled! I'll show you!---"
87,id_88,#088,Grimer,Betbeterベトベター,poison,,False,False,Sludge Pokémon,30.0 kg,66.0 lbs,0.9 m,2'11,Stench & Sticky Hold,088 --> Lv. 38 --> 089,*,Poison Swamp,12.2 %,"Magma Cavern 15F-21F, Stormy Sea 20F-29F, Silver Trench 20F-29F, Wish Cave 80F-85F, Murky Cave 3F-5F, Joyous Tower 80F-85F, Far-Off Sea 20F-29F, Marvelous Sea B20 Fantasy Strait B20-B29",R-087,Underground Waterways,Poison,None,Poison,Normal,Phobosphere Endless Level 35 Trozei Battle Mr. Who's Den,Grimer,Lv. 38,Muk,,,55,19/11/19/11,Pink (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 58, 19, 11, 19, 11, 0], [10, 71, 26, 16, 26, 16, 10000], [20, 86, 36, 21, 36, 21, 60000], [30, 107, 43, 39, 43, 39, 280000], [40, 118, 52, 45, 53, 46, 580000], [50, 123, 57, 50, 58, 51, 880000], [60, 128, 62, 55, 63, 55, 1183800], [70, 138, 63, 55, 72, 55, 1783800], [80, 148, 72, 55, 73, 55, 2383800], [90, 158, 73, 55, 83, 55, 2983800], [100, 168, 83, 55, 93, 55, 3583800]]",[L 1/L 1],Recruit at:   L20 in Magma Cavern (Floors 15-21)---L32 in Stormy Sea (Floors 20-29)---L32 in Silver Trench (Floors 20-29)---L20 in Wish Cave (Floors 80-85)---L20 in Murky Cave (Floors  3- 6)---L25 in Joyous Tower (Floors 80-85)---L20 in Far-off Sea (Floors 20-29)---,Normal:   I'll attack with Sludge! Hahaha!---50% HP:   My HP's down to half. It's no laughing matter!---25% HP:   I'm beat... Sink me in a sea of sludge...---Lvl Up:   Leveled up! Hahaha!---
88,id_89,#089,Muk,Betbetonベトベトン,poison,,False,False,Sludge Pokémon,30.0 kg,66.0 lbs,1.2 m,3'11,Stench & Sticky Hold,088 --> Lv. 38 --> 089,*,Poison Swamp,-,Evolve Grimer,R-088,Underground Waterways,Poison,None,Poison,Rare,Secret Storage 16 Trozei Battle Mr. Who's Den,Grimer,Lv. 38,Muk,,,55,21/15/23/17,Pink (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 58, 21, 15, 23, 17, 0], [10, 85, 30, 32, 30, 26, 10000], [20, 108, 40, 37, 40, 36, 60000], [30, 128, 50, 41, 50, 41, 280000], [40, 144, 59, 47, 60, 48, 580000], [50, 149, 64, 52, 65, 53, 880000], [60, 154, 70, 57, 70, 57, 1180000], [70, 164, 80, 57, 80, 57, 1480000], [80, 174, 90, 57, 90, 57, 1780000], [90, 184, 100, 57, 100, 57, 2080000], [100, 194, 110, 57, 110, 57, 2380000]]",[-/-],Evolves From: Grimer at L38---,Normal:   Touch me at the risk of your health!---50% HP:   My HP's gone down to half...---25% HP:   I'm done for... I wish I lived a better life...---Lvl Up:   I leveled up! It fills me with glee!---
89,id_90,#090,Shellder,Shellderシェルダー,water,,False,False,Bivalve Pokémon,4.0 kg,8.8 lbs,0.3 m,1'00,Shell Armor,090 --> Water Stone --> 091,*,Bountiful Sea,12.2 %,"Stormy Sea 1F-8F, Silver Trench 1F-8F, Far-Off Sea 1F-8F, Marvelous Sea B1-B5, Fantasy Strait B1-B5",R---,Shellder is not in Pokémon Ranger,-,-,-,Normal,SOL Laboratory 3 Secret Storage 14 Endless Level 33 Mr. Who's Den,Shellder,Water Stone,Cloyster,,,66,8/8/8/8,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 25, 8, 8, 8, 8, 0], [10, 60, 31, 25, 31, 18, 11000], [20, 90, 47, 35, 47, 35, 76000], [30, 115, 57, 42, 56, 42, 246000], [40, 135, 63, 45, 60, 45, 546000], [50, 145, 68, 49, 63, 48, 846000], [60, 150, 73, 52, 67, 51, 1146000], [70, 160, 74, 52, 76, 51, 1716000], [80, 170, 83, 52, 77, 51, 2316000], [90, 180, 84, 52, 87, 51, 2916000], [100, 190, 94, 52, 97, 51, 3516000]]",[L 1/L 1],Recruit at:   L20 in Stormy Sea (Floors  1- 8)---L20 in Silver Trench (Floors  1- 8)---L25 in Far-off Sea (Floors  1- 8)---,Normal:   My shell is harder than any diamond!---50% HP:   My HP is down to half...---25% HP:   No more... I feel faint... Help...---Lvl Up:   Awesome! I leveled up! I need to work that much harder!---
90,id_91,#091,Cloyster,Parshenパルシェン,water,ice,False,False,Bivalve Pokémon,132.5 kg,292.1 lbs,1.5 m,4'11,Shell Armor,090 --> Water Stone --> 091,*,Bountiful Sea,-,Evolve Shellder,R---,Cloyster is not in Pokémon Ranger,-,-,-,Rare,Endless Level 10 Endless Level 29 Forever Level 59 Mr. Who's Den,Shellder,Water Stone,Cloyster,,,82,10/8/10/9,"Blue (10), Clear (9)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 30, 10, 8, 10, 9, 0], [10, 66, 28, 26, 28, 27, 11000], [20, 96, 39, 36, 42, 37, 76000], [30, 125, 49, 43, 52, 44, 246000], [40, 140, 59, 46, 56, 47, 546000], [50, 150, 64, 50, 59, 50, 846000], [60, 155, 70, 53, 63, 53, 1146000], [70, 165, 80, 53, 73, 53, 1446000], [80, 175, 90, 53, 83, 53, 1746000], [90, 185, 100, 53, 93, 53, 2046000], [100, 195, 110, 53, 103, 53, 2346000]]",[-/-],Evolves From: Shellder using Water Stone---,Normal:   My shell can't be broken no matter what attack is thrown!---50% HP:   Trouble... My health is half gone.---25% HP:   It's all over... Even my shell is cracking...---Lvl Up:   My level went up! Hit me with any weapon!---
91,id_92,#092,Gastly,Ghosゴース,ghost,poison,False,False,Gas Pokémon,0.1 kg,0.2 lbs,1.3 m,4'03,Levitate,092 --> Lv. 25 --> 093 --> Link Cable --> 094,*,Darkness Ridge,1 %,"Buried Relic 9F-14F, Darknight Relic 1F-6F",R-092,Night Duty Factory,Ghost,None,Ghost,Normal,Phobosphere Endless Level 38 Trozei Battle Mr. Who's Den,Gastly,Lv. 25,Haunter,Link Cable,Gengar,80,8/7/8/7,"Purple (10), Pink (9)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 25, 8, 7, 8, 7, 0], [10, 34, 17, 16, 17, 16, 800], [20, 60, 35, 30, 37, 30, 20405], [30, 100, 50, 40, 50, 40, 132005], [40, 120, 55, 43, 54, 43, 342005], [50, 130, 60, 47, 57, 46, 642005], [60, 135, 65, 50, 61, 49, 942005], [70, 145, 66, 50, 70, 49, 1512005], [80, 155, 75, 50, 71, 49, 2112005], [90, 165, 76, 50, 81, 49, 2712005], [100, 175, 86, 50, 91, 49, 3312005]]",[L 1/L 1],Recruit at:   L23 in Buried Relic (Floors  9-14)---L30 in Darknight Relic (Floors  1- 6)---,"Normal:   Peeeuuw! Do I smell gas?---50% HP:   Umm... There goes half my HP.---25% HP:   I'm growing faint... My gas is seeping away...---Lvl Up:   I leveled up! Joy of joys! My gas thickened, too!---"
92,id_93,#093,Haunter,Ghostゴースト,ghost,poison,False,False,Gas Pokémon,0.1 kg,0.2 lbs,1.6 m,5'03,Levitate,092 --> Lv. 25 --> 093 --> Link Cable --> 094,*,Darkness Ridge,-19 %,"Buried Relic 82F-93F, Darknight Relic 7F-11F",R-093,Night Duty Factory,Ghost,None,Ghost,Rare,Huge Storage 1 Mr. Who's Den,Gastly,Lv. 25,Haunter,Link Cable,Gengar,90,11/8/11/8,"Purple (10), Pink (9)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 30, 11, 8, 11, 8, 0], [10, 66, 36, 21, 29, 21, 10000], [20, 105, 50, 37, 49, 37, 60000], [30, 125, 60, 47, 60, 47, 280000], [40, 135, 65, 50, 64, 50, 580000], [50, 145, 70, 54, 67, 53, 880000], [60, 150, 75, 57, 71, 56, 1180000], [70, 160, 76, 57, 80, 56, 1580000], [80, 170, 85, 57, 81, 56, 1980000], [90, 180, 86, 57, 91, 56, 2380000], [100, 190, 96, 57, 101, 56, 2780000]]",[L90/L50],Evolves From: Gastly at L25---Recruit at:   L25 in Buried Relic (Floors 82-93)---L25 in Darknight Relic (Floors  7-11)---,Normal:   There is nothing that can impede me!---50% HP:   Drat. My HP has plunged to half...---25% HP:   Things are grim... It pains me even to pass through walls...---Lvl Up:   I've leveled up! Put your trust in me!---
93,id_94,#094,Gengar,Gangarゲンガー,ghost,poison,False,False,Shadow Pokémon,40.5 kg,89.3 lbs,1.5 m,4'11,Levitate,092 --> Lv. 25 --> 093 --> Link Cable --> 094,*,Darkness Ridge,-,Evolve Haunter,R-094,Fiore Temple,Ghost,None,Ghost,Rare,Endless Level 68 Pair Trozei Forever Level 18 Mr. Who's Den,Gastly,Lv. 25,Haunter,Link Cable,Gengar,200,13/8/13/8,"Purple (10), Pink (9)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 53, 13, 8, 13, 8, 0], [10, 70, 20, 13, 20, 13, 6000], [20, 95, 35, 25, 35, 25, 50000], [30, 121, 54, 43, 55, 43, 220000], [40, 133, 63, 49, 66, 49, 520000], [50, 143, 73, 57, 76, 55, 820000], [60, 153, 83, 60, 86, 59, 1120000], [70, 163, 93, 60, 96, 59, 1420000], [80, 173, 103, 60, 106, 59, 1720000], [90, 183, 113, 60, 116, 59, 2020000], [100, 193, 123, 60, 126, 59, 2320000]]",[-/-],Evolves From: Haunter using Link Cable---,Normal:   My red eyes aren't from lack of sleep!---50% HP:   Confound it! My HP is already missing by half...---25% HP:   This is my ruin... Even my shadow grows dim...---Lvl Up:   Very well! I've leveled!---
94,id_95,#095,Onix,Iwarkイワーク,rock,ground,False,False,Rock Snake Pokémon,210.0 kg,463.0 lbs,8.8 m,28'10,Rock Head & Sturdy,095 --> Link Cable + Metal Coat --> 208,****,Boulder Cave,9.6 %,"Magma Cavern 21F-23F, Magma Cavern Deepest Grounds 1F-2F, Southern Cavern 40F-50F",R---,Onix is not in Pokémon Ranger,-,-,-,Normal,Phobos Drill Endless Level 46 Forever Level 23 Mr. Who's Den,Onix,Link Cable + Metal Coat,Steelix,,,100,9/17/10/17,"Grey (9), Brown (11)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 52, 9, 17, 10, 17, 0], [10, 66, 23, 21, 24, 21, 10000], [20, 81, 38, 26, 39, 26, 60000], [30, 94, 49, 34, 50, 34, 220000], [40, 130, 58, 38, 58, 38, 490000], [50, 135, 63, 42, 61, 41, 790000], [60, 140, 68, 45, 65, 44, 1090000], [70, 150, 69, 45, 74, 44, 1390000], [80, 160, 78, 45, 75, 44, 1690000], [90, 170, 79, 45, 85, 44, 2290000], [100, 180, 89, 45, 95, 44, 2890000]]",[L 1/L 1],Recruit at:   L30 in Magma Cavern (Floors 21-23)---L30 in Magma Cavern Pit (Floor   1)---L40 in Southern Cavern (Floors 40-50)---,"Normal:   I tell you, I'm better under the ground!---50% HP:   My health is down to half. Better take it easy.---25% HP:   It's looking bad... My body's cracking up...---Lvl Up:   Heheheh... Leveled up.---"
95,id_96,#096,Drowzee,Sleepeスリープ,psychic,,False,False,Hypnosis Pokémon,32.4 kg,71.4 lbs,1.0 m,3'03,Insomnia,096 --> Lv. 26 --> 097,*,Wild Plains,7.9 %,"Buried Relic 9F-14F, Solar Cave 1F-5F",R-090,Underground Waterways,Psychic,None,Psychic,Normal,Secret Storage 7 Secret Storage 18 Endless Level 3 Mr. Who's Den,Drowzee,Lv. 26,Hypno,,,100,11/15/12/16,Gold (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 30, 11, 15, 12, 16, 0], [10, 35, 20, 17, 21, 18, 2500], [20, 55, 25, 29, 26, 30, 60000], [30, 75, 35, 34, 35, 35, 260000], [40, 88, 40, 37, 40, 38, 530000], [50, 93, 45, 41, 43, 41, 830000], [60, 98, 50, 44, 47, 44, 1130000], [70, 108, 51, 44, 56, 44, 1430000], [80, 118, 60, 44, 57, 44, 1730000], [90, 128, 61, 44, 67, 44, 2030000], [100, 138, 71, 44, 77, 44, 2330000]]",[L 1/L 1],Recruit at:   L35 in Buried Relic (Floors  9-14)---L35 in Solar Cave (Floors  1- 5)---,"Normal:   ""You are powerful!"" Did my hypnotism work?---50% HP:   I only have half HP left.---25% HP:   I can't keep up... I'm drained of hypnotic power...---Lvl Up:   Oh, yes! My level's gone up!---"
96,id_97,#097,Hypno,Sleeperスリーパー,psychic,,False,False,Hypnosis Pokémon,75.6 kg,166.7 lbs,1.6 m,5'03,Insomnia,096 --> Lv. 26 --> 097,*,Wild Plains,-,Evolve Drowzee,R-091,Night Duty Factory,Psychic,None,Psychic,Rare,Huge Storage 2 Mr. Who's Den,Drowzee,Lv. 26,Hypno,,,190,15/18/17/16,Gold (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 40, 15, 18, 17, 16, 0], [10, 45, 24, 18, 26, 16, 4500], [20, 64, 34, 28, 36, 27, 35000], [30, 84, 44, 36, 46, 37, 160000], [40, 94, 51, 39, 51, 43, 440000], [50, 99, 56, 43, 54, 46, 740000], [60, 104, 62, 46, 58, 49, 1040000], [70, 114, 72, 46, 68, 49, 1340000], [80, 124, 82, 46, 78, 49, 1640000], [90, 134, 92, 46, 88, 49, 1940000], [100, 144, 102, 46, 98, 49, 2240000]]",[-/-],Evolves From: Drowzee at L26---,"Normal:   ""You are invincible!"" Did my hypnotism work its magic?---50% HP:   We may be in trouble. I'm down to half my HP.---25% HP:   I'm ready to faint... Even hypnotism won't save us now...---Lvl Up:   OK! There's my level!---"
97,id_98,#098,Krabby,Crabクラブ,water,,False,False,River Crab Pokémon,6.5 kg,14.3 lbs,0.4 m,1'04,Hyper Cutter & Shell Armor,098 --> Lv. 28 --> 099,*,Shallow Beach,8.0 %,"Silver Trench 15F-24F, Grand Sea 15F-20F, Far-Off Sea 1F-10F, Fantasy Strait B14-B24",R-070,Fall City (seaport),Water,Water,Water,Normal,Secret Storage 6 Endless Level 3 Forever Level 3 Mr. Who's Den,Krabby,Lv. 28,Kingler,,,25,9/6/9/7,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 25, 9, 6, 9, 7, 0], [10, 55, 22, 15, 27, 21, 13220], [20, 85, 36, 26, 41, 31, 75020], [30, 115, 49, 40, 51, 41, 260020], [40, 129, 62, 46, 58, 48, 560020], [50, 139, 76, 51, 65, 55, 860020], [60, 144, 88, 56, 72, 61, 1160020], [70, 154, 89, 56, 81, 61, 1460020], [80, 164, 98, 56, 82, 61, 1760020], [90, 174, 99, 56, 92, 61, 2060020], [100, 184, 109, 56, 102, 61, 2360020]]",[L 1/L 1],Recruit at:   L32 in Silver Trench (Floors 15-24)---L32 in Grand Sea (Floors 15-20)---L32 in Far-off Sea (Floors  1-10)---,"Normal:   I'll be snipping, snipping with these snippers, yeah!---50% HP:   Bad news, but my HP's about half gone.---25% HP:   I can't keep going... My snippers can't snip anymore...---Lvl Up:   Leveled up! My snippers grew sharper, too!---"
98,id_99,#099,Kingler,Kinglerキングラー,water,,False,False,Pincer Pokémon,60.0 kg,132.3 lbs,1.3 m,4'03,Hyper Cutter & Shell Armor,098 --> Lv. 28 --> 099,*,Shallow Beach,-,Evolve Krabby,R---,Kingler is not in Pokémon Ranger,-,-,-,Rare,Secret Storage 7 Mr. Who's Den,Krabby,Lv. 28,Kingler,,,90,9/8/10/8,Blue (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 30, 9, 8, 10, 8, 0], [10, 72, 22, 17, 24, 22, 10000], [20, 107, 36, 31, 39, 35, 60000], [30, 135, 49, 45, 54, 45, 220000], [40, 150, 62, 51, 61, 52, 490000], [50, 160, 76, 56, 68, 58, 790000], [60, 165, 88, 60, 75, 65, 1090000], [70, 175, 89, 60, 85, 65, 1390000], [80, 185, 99, 60, 95, 65, 1690000], [90, 195, 109, 60, 105, 65, 1990000], [100, 205, 119, 60, 115, 65, 2290000]]",[-/-],Evolves From: Krabby at L28---,"Normal:   These pincers pack 10,000 horsepower!---50% HP:   I'm already down to half health... What gives?---25% HP:   I'm weakened... I can't heft my pincers...---Lvl Up:   Yes! Leveled up! There's new strength in my pincers!---"
99,id_100,#100,Voltorb,Biriridamaビリリダマ,electric,,False,False,Ball Pokémon,10.4 kg,23.0 lbs,0.5 m,1'08,Soundproof & Static,100 --> Lv. 30 --> 101,*,Power Plant,8.1 %,"Thunderwave Cave 3F-5F, Wish Cave 8F-10F",R-079,Everywhere,Electric,Charge,Electric,Normal,Secret Storage 3 Secret Storage 14 Endless Level 7 Mr. Who's Den,Voltorb,Lv. 30,Electrode,,,35,11/5/11/5,Yellow (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 18, 11, 5, 11, 5, 0], [10, 41, 27, 19, 27, 19, 2000], [20, 71, 40, 29, 41, 29, 43804], [30, 95, 50, 37, 51, 36, 165000], [40, 105, 59, 43, 61, 43, 445000], [50, 109, 64, 48, 66, 48, 745000], [60, 110, 69, 53, 71, 52, 1045000], [70, 120, 70, 53, 80, 52, 1345000], [80, 130, 79, 53, 81, 52, 1945000], [90, 140, 80, 53, 91, 52, 2545000], [100, 150, 90, 53, 101, 52, 3145000]]",[L 1/L 1],Recruit at:   L 3 in Thunderwave Cave (Floors  3- 5)---L 3 in Wish Cave (Floors  8-10)---,"Normal:   Careful! Touching me will zap you!---50% HP:   Whoa, my HP is down to half already?---25% HP:   I'm frazzled... I don't have enough charge to zap anything.---Lvl Up:   Oh, hey! Leveled up! I feel energized!---"
100,id_101,#101,Electrode,Marumineマルマイン,electric,,False,False,Ball Pokémon,66.6 kg,147.0 lbs,1.2 m,3'11,Soundproof & Static,100 --> Lv. 30 --> 101,*,Power Plant,-,Evolve Voltorb,R---,Electrode is not in Pokémon Ranger,-,-,-,Rare,Secret Storage 15 Mr. Who's Den,Voltorb,Lv. 30,Electrode,,,160,20/10/20/12,Yellow (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 30, 20, 10, 20, 12, 0], [10, 60, 24, 13, 24, 14, 2000], [20, 90, 30, 17, 30, 18, 43804], [30, 120, 49, 37, 49, 36, 165000], [40, 140, 59, 47, 59, 44, 445000], [50, 149, 64, 52, 65, 49, 745000], [60, 150, 69, 57, 70, 53, 1045000], [70, 160, 70, 57, 80, 53, 1345000], [80, 170, 80, 57, 90, 53, 1645000], [90, 180, 90, 57, 100, 53, 1945000], [100, 190, 100, 57, 110, 53, 2245000]]",[-/-],Evolves From: Voltorb at L30---,Normal:   Whoa! Don't touch me! I'm liable to blow up!---50% HP:   Watch it! My HP is down to half.---25% HP:   I can't hold it... I'm about to blow up.---Lvl Up:   Hey! I leveled up!---
101,id_102,#102,Exeggcute,Tamatamaタマタマ,grass,psychic,False,False,Egg Pokémon,2.5 kg,5.5 lbs,0.4 m,1'04,Chlorophyll,102 --> Leaf Stone --> 103,*,Jungle,6 %,Howling Forest 14F,R---,Exeggcute is not in Pokémon Ranger,-,-,-,Normal,Secret Storage 6 Secret Storage 17 Endless Level 19 Mr. Who's Den,Exeggcute,Leaf Stone,Exeggutor,,,45,6/5/6/5,"Grass (10), Gold (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 12, 6, 5, 6, 5, 0], [10, 39, 23, 22, 24, 17, 1300], [20, 60, 33, 31, 35, 27, 25000], [30, 80, 43, 35, 45, 36, 230000], [40, 90, 52, 41, 55, 43, 530000], [50, 95, 57, 46, 60, 48, 830000], [60, 100, 62, 51, 65, 52, 1130000], [70, 110, 63, 51, 74, 52, 1430000], [80, 120, 72, 51, 75, 52, 1730000], [90, 130, 73, 51, 85, 52, 2030000], [100, 140, 83, 51, 95, 52, 2330000]]",[L 1/L 1],Recruit at:   L20 in Howling Forest (Floor  14)---,Normal:   Don't make fun of us because we look like eggs!---50% HP:   Ouch... Our health is down to half.---25% HP:   We've had it. There's no power left.---Lvl Up:   We leveled up! Let's go for it!---
102,id_103,#103,Exeggutor,Nassyナッシー,grass,psychic,False,False,Coconut Pokémon,120.0 kg,264.6 lbs,2.0 m,6'07,Chlorophyll,102 --> Leaf Stone --> 103,*,Jungle,-,Evolve Exeggcute,R---,Exeggutor is not in Pokémon Ranger,-,-,-,Rare,Endless Level 52 Endless Level 66 Forever Level 2 Mr. Who's Den,Exeggcute,Leaf Stone,Exeggutor,,,50,13/6/13/6,"Grass (10), Gold (10)","[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 33, 13, 6, 13, 6, 0], [10, 42, 20, 11, 20, 11, 2000], [20, 52, 30, 16, 30, 16, 25000], [30, 62, 40, 20, 40, 20, 230000], [40, 72, 49, 26, 50, 27, 530000], [50, 82, 54, 31, 55, 32, 830000], [60, 92, 60, 36, 60, 36, 1130000], [70, 102, 70, 36, 70, 36, 1430000], [80, 113, 80, 36, 80, 36, 1730000], [90, 133, 90, 36, 90, 36, 2030000], [100, 153, 100, 36, 100, 36, 2330000]]",[-/-],Evolves From: Exeggcute using Leaf Stone---,"Normal:   Let's go get 'em! I agree! I agree, too!---50% HP:   Only half the HP is left! It's half! It's half!---25% HP:   I can't anymore! Neither can I! Nor me!---Lvl Up:   Leveled up! Leveled up! Leveled up!---"
103,id_104,#104,Cubone,Karakaraカラカラ,ground,,False,False,Lonely Pokémon,6.5 kg,14.3 lbs,0.4 m,1'04,Rock Head & Lightning Rod,104 --> Lv. 28 --> 105,*,Mt. Deepgreen,10.5 %,"Starter Pokémon, Southern Cavern 5F-10F",R---,Cubone is not in Pokémon Ranger,-,-,-,Normal,Endless Level 11 Pair Trozei Forever Level 11 Mr. Who's Den,Cubone,Lv. 28,Marowak,,,18,4/6/2/2,Brown (7),"[['Lvl', 'HP', 'Att', 'Def', 'SpA', 'SpD', 'Exp Req'], [1, 13, 4, 6, 2, 2, 0], [10, 40, 17, 19, 16, 16, 650], [20, 70, 32, 34, 31, 32, 41815], [30, 94, 47, 45, 46, 45, 135000], [40, 114, 57, 54, 60, 54, 400000], [50, 128, 67, 58, 70, 57, 700000], [60, 138, 77, 61, 80, 60, 1000000], [70, 148, 80, 61, 90, 60, 1300000], [80, 158, 87, 61, 93, 60, 1900000], [90, 168, 90, 61, 100, 60, 2500000], [100, 178, 97, 61, 110, 60, 3100000]]",[L 1/L 1],Recruit at:   L28 in Southern Cavern (Floors  5-10)---Cubone is one of the 16 possible Starter Pokemon.---,"Normal:   I feel lonesome, but I'll work hard for my mother's sake!---50% HP:   I only have half my HP left...---25% HP:   It's no good. I have no energy left...---Lvl Up:   Yay! I leveled up! I don't feel as lonesome!---"
